gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3348435042	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KY241783	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus		SPECIES	Zika virus	Zika virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2016-09-07	7	9	2016	9884175	9884175	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:27.503Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348415305	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KY464135	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:07.395Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348387838	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KY241781	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus		SPECIES	Zika virus	Zika virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2016-09-06	6	9	2016	9884175	9884175	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:07.298Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348379317	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT372855	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:09.972Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348364135	d8cd16ba-bb74-4420-821e-083f2bac17c2	KY083090	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus			GENUS	Protoparvovirus	Protoparvovirus sp.		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2016			2016	10047239		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:56:12.772Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348358540	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KU144675	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/common redshank/Singapore/F83-1/2015(H9N5))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2015-09-09	9	9	2015	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:12.152Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348352320	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT372856	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:09.989Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348338487	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KU144676	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/common redshank/Singapore/F83-2/2015(H9N5))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2015-09-09	9	9	2015	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:12.493Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348328908	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KX452689	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus			GENUS	Betacoronavirus	Bat betacoronavirus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2013			2013	10312030		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:06.992Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348325248	d8cd16ba-bb74-4420-821e-083f2bac17c2	KY083091	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus			GENUS	Protoparvovirus	Protoparvovirus sp.		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2016			2016	10047239		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:56:13.544Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348323403	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT346354	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Japanese encephalitis virus		SPECIES	Japanese encephalitis virus	Japanese encephalitis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2014-06-03	3	6	2014	10181998	10181998	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:09.924Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348307344	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT372854	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:10.252Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348305565	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KR902542	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Japanese encephalitis virus		SPECIES	Japanese encephalitis virus	Japanese encephalitis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10181998	10181998	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:07.199Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348297529	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KR902544	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Japanese encephalitis virus		SPECIES	Japanese encephalitis virus	Japanese encephalitis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10181998	10181998	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:07.294Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348296663	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KR902543	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Japanese encephalitis virus		SPECIES	Japanese encephalitis virus	Japanese encephalitis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10181998	10181998	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:06.320Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348296253	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT962925	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/common redshank/Singapore/F83-2/2015(H9N5))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2015-09-09	9	9	2015	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:11.914Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348295342	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT372867	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:10.059Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348294109	d8cd16ba-bb74-4420-821e-083f2bac17c2	KY083100	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus			GENUS	Protoparvovirus	Protoparvovirus sp.		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2014			2014	10047239		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:56:08.175Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348294108	d8cd16ba-bb74-4420-821e-083f2bac17c2	KY083092	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus			GENUS	Protoparvovirus	Protoparvovirus sp.		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2014			2014	10047239		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:56:13.263Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348290602	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KR902541	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Japanese encephalitis virus		SPECIES	Japanese encephalitis virus	Japanese encephalitis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10181998	10181998	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:07.192Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348279465	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT372868	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:10.252Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348276478	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KR902545	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Japanese encephalitis virus		SPECIES	Japanese encephalitis virus	Japanese encephalitis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10181998	10181998	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:21:07.289Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348239177	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT962924	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/common redshank/Singapore/F83-1/2015(H9N5))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2015-09-09	9	9	2015	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:06.656Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348209252	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KT372866	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus		SPECIES	Fowlpox virus	Fowlpox virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10214233	10214233	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:06.476Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348019308	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KC310737	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus			GENUS	Cardiovirus	Encephalomyocarditis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2002			2002	10448171		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:46.105Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3348003301	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	KC310738	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus			GENUS	Cardiovirus	Encephalomyocarditis virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2002			2002	10448171		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:45.784Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347900390	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	JF918537	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Megalocytivirus			GENUS	Megalocytivirus	Pearl gourami iridovirus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													9864121		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:38.864Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347894436	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	JF918536	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Megalocytivirus			GENUS	Megalocytivirus	Pearl gourami iridovirus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													9864121		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:04.803Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347888371	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	JF918535	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Megalocytivirus			GENUS	Megalocytivirus	Pearl gourami iridovirus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													9864121		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:39.036Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347867419	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	JF918534	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Megalocytivirus			GENUS	Megalocytivirus	Pearl gourami iridovirus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													9864121		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:38.977Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347859434	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	JF918533	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Megalocytivirus			GENUS	Megalocytivirus	Pearl gourami iridovirus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													9864121		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:38.889Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347808860	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU931688	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Indonesia/P6-09-04/2004(H3N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2004			2004	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:33.676Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347808433	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU189647	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Singapore-Q/M168/2009(H1N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:32.671Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347797893	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU931687	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Indonesia/P6-09-04/2004(H3N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2004			2004	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:04.495Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347797474	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU189646	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Singapore-Q/M168/2009(H1N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:04.451Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347787449	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU189645	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Singapore-Q/M168/2009(H1N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:32.602Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347780203	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU052802	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/duck/Singapore/F119/3/1997(H5N3))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									1997			1997	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:32.480Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347778492	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GQ274938	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus			GENUS	Orthohantavirus	Hantavirus Jurong TJK/06(RT49)		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-02-16	16	2	2006	10216207		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:31.852Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347774429	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU189644	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Singapore-Q/M168/2009(H1N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:32.675Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347766513	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GQ274937	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus			GENUS	Orthohantavirus	Hantavirus Jurong TJK/06(RT50)		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-02-16	16	2	2006	10216207		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:23:04.386Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347761444	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU189643	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/swine/Singapore-Q/M168/2009(H1N1))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:32.659Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347758513	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GQ274939	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus			GENUS	Orthohantavirus	Hantavirus Jurong TJK/06(RT50)		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-02-16	16	2	2006	10216207		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:31.888Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347756479	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GQ274936	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus			GENUS	Orthohantavirus	Hantavirus Jurong TJK/06(RT49)		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-02-16	16	2	2006	10216207		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:31.864Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3347756159	393b8c26-e4e0-4dd0-a218-93fc074ebf4e	GU052803	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus			GENUS	Alphainfluenzavirus	Influenza A virus (A/duck/Singapore/F119/3/1997(H5N3))		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									1997			1997	10374247		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:20:32.439Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
